     Z      N         Q20         Q30         B         ZPE           M22           M23           M33
     92    140      384.00       39.00    -1786.3646        2.0794        0.0090       -0.0030        0.0277
     92    140      384.00       42.00    -1786.9281        1.8372        0.0122       -0.0024        0.0314
     92    140      384.00       45.00    -1782.2633        2.3184        0.0075       -0.0051        0.0216
     92    140      384.00       48.00    -1782.3790        2.3623        0.0098       -0.0075        0.0291
     92    140      384.00       51.00    -1784.1855        0.5052        0.0168       -0.0100        0.0571
     92    140      384.00       54.00    -1781.0548        1.9553        0.0145       -0.0104        0.0369
     92    140      384.00       57.00    -1779.7416        1.3338        0.0133       -0.0065        0.0362
     92    140      384.00       60.00    -1778.3179        0.4430        0.0405       -0.0591        0.1192
     92    140      392.00        0.00    -1773.4989        0.7248        0.0185        0.0033        0.0720
     92    140      392.00        3.00    -1774.6534        0.7476        0.0208        0.0018        0.0817
     92    140      392.00        6.00    -1776.7748        0.9366        0.0129       -0.0056        0.0525
     92    140      392.00        9.00    -1777.8742        1.3678        0.0216        0.0155        0.0805
     92    140      392.00       12.00    -1779.6464        0.7393        0.0120        0.0160        0.0459
     92    140      392.00       15.00    -1781.4477        0.7511        0.0082        0.0077        0.0307
     92    140      392.00       18.00    -1783.3083        0.8326        0.0061        0.0040        0.0255
     92    140      392.00       21.00    -1785.0151        0.7889        0.0068        0.0043        0.0260
     92    140      392.00       24.00    -1786.3927        0.9614        0.0059        0.0029        0.0223
     92    140      392.00       27.00    -1787.4402        1.0165        0.0059        0.0020        0.0204
     92    140      392.00       30.00    -1788.1895        1.0458        0.0062        0.0023        0.0184
     92    140      392.00       33.00    -1788.7224        1.3315        0.0069       -0.0004        0.0213
     92    140      392.00       36.00    -1789.1985        2.1490        0.0097       -0.0004        0.0306
     92    140      392.00       39.00    -1787.8354        2.0472        0.0081       -0.0026        0.0255
     92    140      392.00       42.00    -1788.1376        2.0704        0.0100       -0.0037        0.0290
     92    140      392.00       45.00    -1787.7290        0.4052        0.0259       -0.0176        0.0737
     92    140      392.00       48.00    -1784.1428        2.3782        0.0086       -0.0062        0.0251
     92    140      392.00       51.00    -1783.9593        2.2961        0.0111       -0.0087        0.0315
     92    140      392.00       54.00    -1783.2708        2.0696        0.0137       -0.0102        0.0357
     92    140      392.00       57.00    -1782.1609        1.7802        0.0136       -0.0092        0.0346
     92    140      392.00       60.00    -1780.7483        0.4374        0.0303       -0.0373        0.0914
     92    140      400.00        0.00    -1775.0402        0.7184        0.0256        0.0186        0.1015
     92    140      400.00        3.00    -1776.0721        0.7411        0.0278        0.0141        0.1160
     92    140      400.00        6.00    -1777.4528        0.7884        0.0271        0.0107        0.1076
     92    140      400.00        9.00    -1779.0976        2.3321        0.0232        0.0133        0.0849
     92    140      400.00       12.00    -1780.7997        0.7454        0.0122        0.0161        0.0472
     92    140      400.00       15.00    -1782.5587        0.7380        0.0087        0.0089        0.0319
     92    140      400.00       18.00    -1784.3932        0.8429        0.0059        0.0038        0.0245
     92    140      400.00       21.00    -1786.1103        0.7938        0.0064        0.0039        0.0248
     92    140      400.00       24.00    -1787.6689        0.8227        0.0069        0.0041        0.0249
     92    140      400.00       27.00    -1788.6963        1.0049        0.0057        0.0020        0.0200
     92    140      400.00       30.00    -1789.6587        0.9072        0.0078        0.0035        0.0215
     92    140      400.00       33.00    -1790.2968        1.1597        0.0095        0.0051        0.0207
     92    140      400.00       36.00    -1790.7534        2.1687        0.0141        0.0057        0.0394
     92    140      400.00       39.00    -1789.2703        2.0688        0.0076       -0.0018        0.0238
     92    140      400.00       42.00    -1789.6512        2.0936        0.0088       -0.0033        0.0264
     92    140      400.00       45.00    -1789.7120        2.0106        0.0135       -0.0062        0.0347
     92    140      400.00       48.00    -1788.2095        0.5429        0.0286       -0.0379        0.0938
     92    140      400.00       51.00    -1788.4512        0.3313        0.0305       -0.0217        0.0953
     92    140      400.00       54.00    -1787.4889        0.3806        0.0225       -0.0145        0.0697
     92    140      400.00       57.00    -1786.4093        0.5377        0.0146       -0.0098        0.0442
     92    140      400.00       60.00    -1783.2158        0.9571        0.0201       -0.0193        0.0584
     92    140      408.00        0.00    -1778.6581        0.8874        0.0068        0.0058        0.0259
     92    140      408.00        3.00    -1779.1264        0.9030        0.0096        0.0008        0.0365
     92    140      408.00        6.00    -1779.7627        0.9249        0.0161       -0.0013        0.0648
     92    140      408.00        9.00    -1780.6724        0.9491        0.0124       -0.0064        0.0505
     92    140      408.00       12.00    -1781.9889        0.9622        0.0164       -0.0018        0.0678
     92    140      408.00       15.00    -1783.4632        0.9559        0.0091       -0.0049        0.0362
     92    140      408.00       18.00    -1785.2980        0.9339        0.0049        0.0031        0.0209
     92    140      408.00       21.00    -1787.0888        0.9112        0.0052        0.0030        0.0213
     92    140      408.00       24.00    -1788.6562        0.9231        0.0054        0.0029        0.0212
     92    140      408.00       27.00    -1789.8898        0.9868        0.0055        0.0021        0.0198
     92    140      408.00       30.00    -1790.9354        0.9027        0.0075        0.0033        0.0218
     92    140      408.00       33.00    -1791.5728        0.9988        0.0079        0.0038        0.0190
     92    140      408.00       36.00    -1792.1397        2.1904        0.0124        0.0060        0.0306
     92    140      408.00       39.00    -1792.2874        2.1681        0.0143        0.0029        0.0446
     92    140      408.00       42.00    -1791.0629        2.0896        0.0080       -0.0029        0.0241
     92    140      408.00       45.00    -1791.2702        2.0667        0.0099       -0.0038        0.0277
     92    140      408.00       48.00    -1787.2484        2.2818        0.0064       -0.0040        0.0174
     92    140      408.00       51.00    -1787.4752        2.3787        0.0084       -0.0061        0.0243
     92    140      408.00       54.00    -1787.2339        2.2744        0.0108       -0.0083        0.0299
     92    140      408.00       57.00    -1786.5291        2.0546        0.0129       -0.0095        0.0336
     92    140      408.00       60.00    -1785.4413        1.7559        0.0127       -0.0086        0.0327
     92    140      416.00        0.00    -1780.1463        0.8839        0.0067        0.0056        0.0251
     92    140      416.00        3.00    -1780.5908        0.8982        0.0085        0.0017        0.0324
     92    140      416.00        6.00    -1781.1744        0.9192        0.0151       -0.0014        0.0599
     92    140      416.00        9.00    -1782.0042        0.9436        0.0122       -0.0063        0.0493
     92    140      416.00       12.00    -1783.1822        0.9589        0.0114       -0.0066        0.0457
     92    140      416.00       15.00    -1784.6123        0.9581        0.0095       -0.0056        0.0374
     92    140      416.00       18.00    -1786.3468        0.9443        0.0059        0.0012        0.0238
     92    140      416.00       21.00    -1788.1810        0.8266        0.0055        0.0032        0.0224
     92    140      416.00       24.00    -1789.7730        0.8163        0.0061        0.0034        0.0228
     92    140      416.00       27.00    -1791.0188        0.9641        0.0053        0.0022        0.0195
     92    140      416.00       30.00    -1791.9782        1.0113        0.0054        0.0017        0.0183
     92    140      416.00       33.00    -1792.8238        0.9338        0.0073        0.0034        0.0187
     92    140      416.00       36.00    -1793.4155        1.5066        0.0101        0.0056        0.0218
     92    140      416.00       39.00    -1793.7518        2.1839        0.0136        0.0043        0.0396
     92    140      416.00       42.00    -1792.6623        1.8514        0.0104       -0.0002        0.0238
     92    140      416.00       45.00    -1793.0655        1.9237        0.0114       -0.0019        0.0286
     92    140      416.00       48.00    -1793.1764        1.8106        0.0120       -0.0033        0.0298
     92    140      416.00       51.00    -1789.0294        2.3815        0.0075       -0.0050        0.0209
     92    140      416.00       54.00    -1788.9973        2.3387        0.0094       -0.0071        0.0266
     92    140      416.00       57.00    -1788.5012        2.1606        0.0118       -0.0088        0.0312
     92    140      416.00       60.00    -1787.6029        1.9399        0.0129       -0.0091        0.0327
     92    140      424.00        0.00    -1781.7121        0.7601        0.0081        0.0053        0.0283
     92    140      424.00        3.00    -1782.0545        0.8100        0.0088        0.0008        0.0337
     92    140      424.00        6.00    -1781.1578        0.7519        0.0248        0.0085        0.1001
     92    140      424.00        9.00    -1782.5743        0.8569        0.0235        0.0074        0.0877
     92    140      424.00       12.00    -1783.6786        0.8045        0.0128       -0.0128        0.0532
     92    140      424.00       15.00    -1785.4322        0.8228        0.0105       -0.0080        0.0429
     92    140      424.00       18.00    -1787.3115        0.8550        0.0056        0.0010        0.0237
     92    140      424.00       21.00    -1789.1612        0.8521        0.0052        0.0029        0.0213
     92    140      424.00       24.00    -1790.7695        0.8229        0.0057        0.0031        0.0218
     92    140      424.00       27.00    -1792.2023        0.8422        0.0063        0.0035        0.0222
     92    140      424.00       30.00    -1793.1292        0.9990        0.0052        0.0017        0.0179
     92    140      424.00       33.00    -1793.8939        1.0257        0.0055        0.0016        0.0168
     92    140      424.00       36.00    -1794.5332        1.1171        0.0072        0.0022        0.0183
     92    140      424.00       39.00    -1795.0143        2.2023        0.0075       -0.0005        0.0219
     92    140      424.00       42.00    -1795.0919        2.1880        0.0092       -0.0018        0.0295
     92    140      424.00       45.00    -1794.6075        2.1955        0.0092       -0.0066        0.0296
     92    140      424.00       48.00    -1793.6405        0.5178        0.0192       -0.0231        0.0634
     92    140      424.00       51.00    -1792.8194        0.4880        0.0300       -0.0414        0.1002
     92    140      424.00       54.00    -1793.4148        0.2427        0.0479       -0.0336        0.1516
     92    140      424.00       57.00    -1792.2909        0.5195        0.0251       -0.0181        0.0765
     92    140      424.00       60.00    -1791.4183        0.4317        0.0175       -0.0113        0.0528
     92    140      432.00        0.00    -1783.0090        0.8802        0.0064        0.0052        0.0235
     92    140      432.00        3.00    -1783.3848        0.8920        0.0066        0.0028        0.0256
     92    140      432.00        6.00    -1783.8414        0.9113        0.0103       -0.0042        0.0409
     92    140      432.00        9.00    -1784.6436        0.9319        0.0160       -0.0023        0.0658
     92    140      432.00       12.00    -1785.6616        0.9509        0.0160       -0.0025        0.0668
     92    140      432.00       15.00    -1786.9389        0.9592        0.0141       -0.0015        0.0565
     92    140      432.00       18.00    -1788.3558        0.9477        0.0074       -0.0033        0.0292
     92    140      432.00       21.00    -1790.0837        0.9282        0.0045        0.0025        0.0184
     92    140      432.00       24.00    -1791.6920        0.9108        0.0047        0.0025        0.0188
     92    140      432.00       27.00    -1793.1013        0.9268        0.0049        0.0023        0.0186
     92    140      432.00       30.00    -1794.4162        0.9736        0.0066        0.0036        0.0215
     92    140      432.00       33.00    -1795.2106        0.9021        0.0069        0.0029        0.0196
     92    140      432.00       36.00    -1795.7178        0.9716        0.0064        0.0017        0.0164
     92    140      432.00       39.00    -1796.1584        1.5026        0.0062       -0.0007        0.0183
     92    140      432.00       42.00    -1796.5108        2.1989        0.0085       -0.0010        0.0263
     92    140      432.00       45.00    -1796.3226        2.1951        0.0125       -0.0033        0.0397
     92    140      432.00       48.00    -1795.5404        1.1019        0.0141       -0.0109        0.0426
     92    140      432.00       51.00    -1794.6017        0.4915        0.0317       -0.0406        0.1066
     92    140      432.00       54.00    -1794.6940        0.2575        0.0383       -0.0266        0.1252
     92    140      432.00       57.00    -1794.2324        0.3300        0.0271       -0.0193        0.0836
     92    140      432.00       60.00    -1793.3216        0.3727        0.0207       -0.0134        0.0634
     92    140      440.00        0.00    -1784.3708        0.8785        0.0063        0.0050        0.0228
     92    140      440.00        3.00    -1784.7733        0.8880        0.0058        0.0044        0.0220
     92    140      440.00        6.00    -1785.2254        0.9052        0.0119       -0.0016        0.0452
     92    140      440.00        9.00    -1785.8407        0.9280        0.0112       -0.0058        0.0446
     92    140      440.00       12.00    -1786.8940        0.8887        0.0173       -0.0042        0.0716
     92    140      440.00       15.00    -1788.0905        0.9011        0.0161       -0.0039        0.0646
     92    140      440.00       18.00    -1789.4493        0.9572        0.0103       -0.0006        0.0390
     92    140      440.00       21.00    -1791.0098        0.9355        0.0043        0.0024        0.0176
     92    140      440.00       24.00    -1792.6188        0.9142        0.0045        0.0023        0.0180
     92    140      440.00       27.00    -1794.0534        0.9169        0.0047        0.0022        0.0180
     92    140      440.00       30.00    -1795.2440        0.9629        0.0049        0.0018        0.0173
     92    140      440.00       33.00    -1796.1379        1.0050        0.0050        0.0014        0.0165
     92    140      440.00       36.00    -1796.8092        1.0337        0.0052        0.0015        0.0151
     92    140      440.00       39.00    -1797.2178        1.1512        0.0056       -0.0008        0.0172
     92    140      440.00       42.00    -1797.7969        2.2104        0.0076       -0.0008        0.0224
     92    140      440.00       45.00    -1796.5915        2.0540        0.0077       -0.0017        0.0205
     92    140      440.00       48.00    -1796.9368        2.1259        0.0076       -0.0032        0.0221
     92    140      440.00       51.00    -1793.0974        2.0103        0.0037        0.0012        0.0047
     92    140      440.00       54.00    -1793.4844        2.3767        0.0065       -0.0040        0.0171
     92    140      440.00       57.00    -1793.5848        2.3671        0.0081       -0.0058        0.0224
     92    140      440.00       60.00    -1793.3138        2.2294        0.0126       -0.0103        0.0332
     92    140      448.00        0.00    -1785.8300        0.7442        0.0078        0.0046        0.0262
     92    140      448.00        3.00    -1786.1929        0.7902        0.0067        0.0042        0.0243
     92    140      448.00        6.00    -1786.5192        0.8278        0.0105       -0.0045        0.0410
     92    140      448.00        9.00    -1787.1900        0.8576        0.0161       -0.0036        0.0643
     92    140      448.00       12.00    -1788.0588        0.8839        0.0169       -0.0042        0.0696
     92    140      448.00       15.00    -1789.1777        0.8990        0.0161       -0.0040        0.0651
     92    140      448.00       18.00    -1790.5146        0.9014        0.0132       -0.0030        0.0499
     92    140      448.00       21.00    -1791.9965        0.8793        0.0069       -0.0005        0.0261
     92    140      448.00       24.00    -1793.5680        0.8408        0.0049        0.0027        0.0193
     92    140      448.00       27.00    -1794.9783        0.9129        0.0045        0.0021        0.0173
     92    140      448.00       30.00    -1796.2233        0.9446        0.0047        0.0018        0.0169
     92    140      448.00       33.00    -1797.1874        0.9939        0.0048        0.0014        0.0162
     92    140      448.00       36.00    -1797.9110        1.0206        0.0050        0.0014        0.0153
     92    140      448.00       39.00    -1798.5099        1.0876        0.0061        0.0014        0.0158
     92    140      448.00       42.00    -1798.9794        2.2281        0.0065       -0.0006        0.0185
     92    140      448.00       45.00    -1799.1438        2.2119        0.0083       -0.0014        0.0258
     92    140      448.00       48.00    -1798.1557        2.1254        0.0069       -0.0028        0.0202
     92    140      448.00       51.00    -1798.4866        2.1614        0.0091       -0.0023        0.0251
     92    140      448.00       54.00    -1798.2469        0.3622        0.0244       -0.0169        0.0571
     92    140      448.00       57.00    -1797.2919        0.3504        0.0265       -0.0204        0.0830
     92    140      448.00       60.00    -1793.5866        3.7005        0.0043       -0.0061        0.0037
     92    140      456.00        0.00    -1787.1335        0.7387        0.0077        0.0044        0.0255
     92    140      456.00        3.00    -1787.4920        0.7824        0.0066        0.0040        0.0237
     92    140      456.00        6.00    -1787.7867        0.8214        0.0099       -0.0038        0.0383
     92    140      456.00        9.00    -1788.4026        0.8510        0.0153       -0.0035        0.0606
     92    140      456.00       12.00    -1789.2031        0.8781        0.0164       -0.0041        0.0674
     92    140      456.00       15.00    -1790.2472        0.8954        0.0160       -0.0041        0.0649
     92    140      456.00       18.00    -1791.5062        0.9013        0.0138       -0.0032        0.0529
     92    140      456.00       21.00    -1792.9327        0.8906        0.0085       -0.0021        0.0310
     92    140      456.00       24.00    -1794.4473        0.8498        0.0047        0.0026        0.0184
     92    140      456.00       27.00    -1795.8639        0.9114        0.0043        0.0020        0.0166
     92    140      456.00       30.00    -1797.1494        0.9290        0.0045        0.0018        0.0165
     92    140      456.00       33.00    -1798.3654        0.9624        0.0061        0.0031        0.0193
     92    140      456.00       36.00    -1799.1219        0.9011        0.0063        0.0026        0.0179
     92    140      456.00       39.00    -1799.5589        1.0488        0.0049        0.0015        0.0133
     92    140      456.00       42.00    -1800.0551        1.3437        0.0061       -0.0002        0.0164
     92    140      456.00       45.00    -1800.4145        2.2220        0.0075       -0.0010        0.0224
     92    140      456.00       48.00    -1799.4859        1.9321        0.0067       -0.0015        0.0177
     92    140      456.00       51.00    -1799.9062        1.9675        0.0081       -0.0020        0.0213
     92    140      456.00       54.00    -1800.0478        1.8622        0.0096       -0.0024        0.0240
     92    140      456.00       57.00    -1796.3373        2.3885        0.0064       -0.0040        0.0167
     92    140      456.00       60.00    -1796.3904        2.3614        0.0078       -0.0056        0.0214
