   Q20	    Q22	  pairing    E_HFB         E_ZPE     B2020      B2222       Bpairpair   B2022       B20pair     B22pair       \Delta_n    \Delta_p  	
   59.00    0.00    0.00   -1796.171       3.552    0.013136    0.033422    0.000639    0.000000   -0.000043    0.000000       1.167       1.164
   59.00    0.00    1.00   -1796.166       3.566    0.013200    0.032994    0.000610    0.000000   -0.000053    0.000000       1.181       1.177
   59.00    0.00    2.00   -1796.161       3.586    0.012789    0.032501    0.000699    0.000000   -0.000096    0.000000       1.195       1.193
   59.00    0.00    3.00   -1796.148       3.605    0.012407    0.032012    0.000700    0.000000   -0.000159    0.000000       1.209       1.206
   59.00    0.00    4.00   -1796.138       3.627    0.012074    0.031519    0.000688    0.000000   -0.000186    0.000000       1.225       1.220
   59.00    0.00    5.00   -1796.120       3.646    0.011728    0.031051    0.000691    0.000000   -0.000321    0.000000       1.239       1.235
   59.00    0.00    6.00   -1796.107       3.669    0.011334    0.030551    0.000665    0.000000   -0.000037    0.000000       1.255       1.249
   59.00    0.00    7.00   -1796.081       3.688    0.011318    0.030117    0.000605    0.000000   -0.000303    0.000000       1.268       1.263
   59.00    0.00    8.00   -1796.052       3.707    0.010890    0.029719    0.000580    0.000000   -0.000331    0.000000       1.283       1.277
   59.00    0.00    9.00   -1796.020       3.726    0.010711    0.029248    0.000551    0.000000   -0.000378    0.000000       1.296       1.292
   59.00    0.00   10.00   -1795.984       3.744    0.010344    0.028833    0.000506    0.000000   -0.000300    0.000000       1.309       1.306
   59.00    0.00   11.00   -1795.941       3.762    0.010216    0.028426    0.000460    0.000000   -0.000288    0.000000       1.321       1.319
   59.00    0.00   12.00   -1795.893       3.778    0.010015    0.028011    0.000427    0.000000   -0.000310    0.000000       1.334       1.332
   59.00    0.00   13.00   -1795.843       3.795    0.009669    0.027596    0.000392    0.000000   -0.000378    0.000000       1.346       1.345
   59.00    0.00   14.00   -1795.790       3.812    0.009323    0.027198    0.000362    0.000000   -0.000010    0.000000       1.358       1.357
   59.00    0.00   15.00   -1795.733       3.828    0.009901    0.026906    0.000387    0.000000   -0.000334    0.000000       1.370       1.370
   59.00    0.00   16.00   -1795.677       3.846    0.009031    0.026394    0.000362    0.000000   -0.000323    0.000000       1.383       1.382
   59.00    0.00   17.00   -1795.614       3.862    0.009547    0.026014    0.000330    0.000000   -0.000411    0.000000       1.394       1.394
   59.00    0.00   18.00   -1795.559       3.882    0.008239    0.025583    0.000336    0.000000    0.000202    0.000000       1.407       1.408
   59.00    0.00   19.00   -1795.489       3.898    0.009189    0.025223    0.000534    0.000000   -0.000672    0.000000       1.418       1.419
   59.00    0.00   20.00   -1795.412       3.916    0.009369    0.024854    0.000344    0.000000   -0.001742    0.000000       1.432       1.433
   59.00    0.00   21.00   -1795.350       3.933    0.010758    0.024459    0.000842    0.000000   -0.001213    0.000000       1.442       1.446
   59.00    0.00   22.00   -1795.252       3.952    0.008463    0.024345    0.001015    0.000000   -0.000332    0.000000       1.458       1.464
   59.00    0.00   23.00   -1795.179       3.969    0.008927    0.024411    0.000381    0.000000   -0.000542    0.000000       1.468       1.477
   59.00    0.00   24.00   -1795.083       3.984    0.008526    0.024119    0.000528    0.000000   -0.000633    0.000000       1.481       1.490
   59.00    0.00   25.00   -1794.990       4.000    0.008326    0.023821    0.000341    0.000000   -0.000650    0.000000       1.492       1.502
   59.00    0.00   26.00   -1794.894       4.015    0.008558    0.023520    0.000332    0.000000   -0.000684    0.000000       1.503       1.513
   59.00    0.00   27.00   -1794.795       4.030    0.008258    0.023217    0.000328    0.000000   -0.000534    0.000000       1.515       1.525
   59.00    0.00   28.00   -1794.697       4.046    0.008144    0.022907    0.000316    0.000000   -0.000366    0.000000       1.526       1.537
   59.00    0.00   29.00   -1794.593       4.061    0.007587    0.022625    0.000216    0.000000   -0.000140    0.000000       1.537       1.549
   59.00    0.00   30.00   -1794.500       4.077    0.008121    0.022285    0.000299    0.000000   -0.000477    0.000000       1.547       1.560
   59.00    0.00   31.00   -1794.384       4.095    0.007525    0.022021    0.000302    0.000000   -0.000411    0.000000       1.559       1.573
   59.00    0.00   32.00   -1794.273       4.110    0.007460    0.021678    0.000290    0.000000   -0.000416    0.000000       1.570       1.585
   59.00    0.00   33.00   -1794.159       4.125    0.007377    0.021364    0.000274    0.000000   -0.000411    0.000000       1.581       1.596
   59.00    0.00   34.00   -1794.040       4.140    0.007277    0.021073    0.000256    0.000000   -0.000400    0.000000       1.592       1.607
   59.00    0.00   35.00   -1793.919       4.155    0.007162    0.020797    0.000237    0.000000   -0.000384    0.000000       1.603       1.618
   59.00    0.00   36.00   -1793.796       4.170    0.007034    0.020528    0.000219    0.000000   -0.000365    0.000000       1.613       1.629
   59.00    0.00   37.00   -1793.670       4.185    0.006894    0.020259    0.000206    0.000000   -0.000344    0.000000       1.624       1.640
   59.00    0.00   38.00   -1793.542       4.200    0.006745    0.019983    0.000198    0.000000   -0.000323    0.000000       1.635       1.650
   59.00    0.00   39.00   -1793.413       4.216    0.006587    0.019693    0.000198    0.000000   -0.000305    0.000000       1.646       1.662
   59.00    0.00   40.00   -1793.284       4.231    0.006424    0.019380    0.000208    0.000000   -0.000290    0.000000       1.657       1.673
   59.00    0.00   41.00   -1793.146       4.246    0.006297    0.019102    0.000214    0.000000   -0.000290    0.000000       1.668       1.684
   59.00    0.00   42.00   -1793.006       4.261    0.006193    0.018829    0.000216    0.000000   -0.000288    0.000000       1.678       1.694
   59.00    0.00   43.00   -1792.863       4.276    0.006106    0.018562    0.000214    0.000000   -0.000284    0.000000       1.689       1.705
   59.00    0.00   44.00   -1792.717       4.291    0.006034    0.018300    0.000210    0.000000   -0.000278    0.000000       1.700       1.715
   59.00    0.00   45.00   -1792.568       4.305    0.005972    0.018043    0.000204    0.000000   -0.000270    0.000000       1.710       1.725
   59.00    0.00   46.00   -1792.416       4.319    0.005918    0.017791    0.000197    0.000000   -0.000262    0.000000       1.721       1.735
   59.00    0.00   47.00   -1792.262       4.333    0.005866    0.017544    0.000189    0.000000   -0.000253    0.000000       1.731       1.745
   59.00    0.00   48.00   -1792.104       4.347    0.005814    0.017303    0.000180    0.000000   -0.000245    0.000000       1.741       1.755
   59.00    0.00   49.00   -1791.944       4.360    0.005758    0.017066    0.000172    0.000000   -0.000236    0.000000       1.751       1.765
   59.00    0.00   50.00   -1791.781       4.374    0.005694    0.016834    0.000166    0.000000   -0.000228    0.000000       1.761       1.775
   59.00    0.00   51.00   -1791.616       4.387    0.005618    0.016607    0.000160    0.000000   -0.000222    0.000000       1.771       1.785
   59.00    0.00   52.00   -1791.447       4.401    0.005527    0.016385    0.000158    0.000000   -0.000217    0.000000       1.780       1.796
   59.00    0.00   53.00   -1791.276       4.414    0.005416    0.016168    0.000158    0.000000   -0.000214    0.000000       1.790       1.806
   59.00    1.00    0.00   -1796.195       3.552    0.013800    0.035140    0.000621   -0.000633   -0.000055    0.000152       1.166       1.162
   59.00    1.00    1.00   -1796.190       3.577    0.013511    0.035111    0.000718   -0.000944   -0.000186    0.000445       1.180       1.176
   59.00    1.00    2.00   -1796.185       3.598    0.013045    0.034732    0.000735   -0.000955   -0.000150    0.000430       1.195       1.191
   59.00    1.00    3.00   -1796.172       3.617    0.012684    0.034197    0.000711   -0.001006   -0.000219    0.000410       1.209       1.205
   59.00    1.00    4.00   -1796.161       3.638    0.012301    0.033617    0.000697   -0.001074   -0.000249    0.000383       1.225       1.219
   59.00    1.00    5.00   -1796.143       3.658    0.011980    0.033045    0.000706   -0.001153   -0.000286    0.000377       1.239       1.234
   59.00    1.00    6.00   -1796.133       3.681    0.011655    0.032435    0.000662   -0.001044   -0.000198    0.000347       1.255       1.249
   59.00    1.00    7.00   -1796.104       3.699    0.011742    0.031887    0.000651   -0.001587   -0.000538    0.000359       1.268       1.262
   59.00    1.00    8.00   -1796.080       3.720    0.010917    0.031308    0.000587   -0.001054   -0.000338    0.000289       1.283       1.277
   59.00    1.00    9.00   -1796.049       3.739    0.010876    0.030691    0.000488   -0.001200   -0.000318    0.000185       1.296       1.292
   59.00    1.00   10.00   -1796.009       3.756    0.010593    0.030178    0.000480   -0.001074   -0.000318    0.000189       1.308       1.305
   59.00    1.00   11.00   -1795.965       3.774    0.010338    0.029657    0.000442   -0.001104   -0.000326    0.000149       1.321       1.318
   59.00    1.00   12.00   -1795.918       3.790    0.010096    0.029144    0.000406   -0.001093   -0.000316    0.000110       1.333       1.331
   59.00    1.00   13.00   -1795.868       3.807    0.009796    0.028623    0.000391   -0.000866   -0.000249    0.000095       1.345       1.343
   59.00    1.00   14.00   -1795.814       3.824    0.009643    0.028299    0.000500   -0.000897   -0.000250    0.000241       1.357       1.356
   59.00    1.00   15.00   -1795.760       3.843    0.009341    0.027748    0.000368   -0.001645   -0.000273    0.000096       1.371       1.369
   59.00    1.00   16.00   -1795.703       3.859    0.009204    0.027209    0.000285   -0.000888   -0.000101   -0.000031       1.382       1.381
   59.00    1.00   17.00   -1795.639       3.875    0.009547    0.026793    0.000349   -0.001790   -0.000540    0.000059       1.394       1.393
   59.00    1.00   18.00   -1795.583       3.894    0.007885    0.026346    0.000344   -0.000338   -0.000251    0.000068       1.406       1.406
   59.00    1.00   19.00   -1795.512       3.911    0.010539    0.025909    0.000316   -0.002733   -0.000545    0.000064       1.418       1.418
   59.00    1.00   20.00   -1795.439       3.926    0.010333    0.026153    0.000303   -0.003091   -0.001029    0.000111       1.429       1.430
   59.00    1.00   21.00   -1795.370       3.945    0.011238    0.027066    0.000640   -0.001795   -0.001733    0.000799       1.441       1.443
   59.00    1.00   22.00   -1795.292       3.965    0.009952    0.025186    0.001581   -0.001544   -0.000635    0.000688       1.455       1.460
   59.00    1.00   23.00   -1795.198       3.983    0.008582    0.025293    0.000938   -0.001220   -0.000411    0.000716       1.469       1.477
   59.00    1.00   24.00   -1795.109       3.998    0.008794    0.024658    0.000354   -0.001551   -0.000856    0.000164       1.480       1.489
   59.00    1.00   25.00   -1795.016       4.014    0.008294    0.024304    0.000339   -0.001228   -0.000438    0.000150       1.492       1.500
   59.00    1.00   26.00   -1794.921       4.029    0.008420    0.023935    0.000323   -0.001209   -0.000491    0.000129       1.503       1.512
   59.00    1.00   27.00   -1794.822       4.044    0.008401    0.023302    0.000321   -0.000948   -0.000462    0.000065       1.514       1.523
   59.00    1.00   28.00   -1794.724       4.061    0.007403    0.023201    0.000340   -0.000668   -0.000181    0.000125       1.525       1.536
   59.00    1.00   29.00   -1794.625       4.077    0.007582    0.022612    0.000302   -0.000816   -0.000643    0.000047       1.536       1.549
   59.00    1.00   30.00   -1794.518       4.092    0.007658    0.022702    0.000268   -0.001016   -0.000445    0.000117       1.547       1.560
   59.00    1.00   31.00   -1794.414       4.110    0.007383    0.022152    0.000231   -0.000847   -0.000314    0.000039       1.559       1.572
   59.00    1.00   32.00   -1794.303       4.126    0.007249    0.021716    0.000219   -0.000786   -0.000309   -0.000008       1.570       1.584
   59.00    1.00   33.00   -1794.188       4.141    0.007135    0.021333    0.000218   -0.000719   -0.000314   -0.000033       1.581       1.595
   59.00    1.00   34.00   -1794.069       4.156    0.007037    0.020994    0.000223   -0.000650   -0.000324   -0.000041       1.592       1.606
   59.00    1.00   35.00   -1793.946       4.170    0.006947    0.020688    0.000233   -0.000583   -0.000337   -0.000036       1.602       1.616
   59.00    1.00   36.00   -1793.821       4.185    0.006860    0.020407    0.000243   -0.000524   -0.000348   -0.000023       1.613       1.627
