   Q20	    Q22	  pairing    E_HFB         E_ZPE     B2020      B2222       Bpairpair   B2022       B20pair     B22pair       \Delta_n    \Delta_p  	
   82.00    2.00   26.00   -1800.571       4.456    0.005004    0.022717    0.000374   -0.000046   -0.000030    0.000261       1.270       1.433
   82.00    2.00   27.00   -1800.464       4.466    0.004931    0.022377    0.000364   -0.000026   -0.000032    0.000252       1.286       1.444
   82.00    2.00   28.00   -1800.351       4.474    0.004861    0.022030    0.000338   -0.000007   -0.000034    0.000226       1.302       1.455
   82.00    2.00   29.00   -1800.234       4.483    0.004795    0.021715    0.000329    0.000009   -0.000037    0.000219       1.317       1.466
   82.00    2.00   30.00   -1800.114       4.491    0.004731    0.021409    0.000319    0.000022   -0.000040    0.000212       1.332       1.477
   82.00    2.00   31.00   -1799.992       4.501    0.004658    0.021102    0.000314    0.000039   -0.000039    0.000207       1.347       1.489
   82.00    2.00   32.00   -1799.866       4.511    0.004588    0.020804    0.000309    0.000053   -0.000039    0.000202       1.362       1.500
   82.00    2.00   33.00   -1799.736       4.521    0.004523    0.020516    0.000303    0.000065   -0.000040    0.000197       1.377       1.511
   82.00    2.00   34.00   -1799.603       4.530    0.004461    0.020236    0.000296    0.000075   -0.000042    0.000192       1.392       1.522
   82.00    2.00   35.00   -1799.466       4.540    0.004402    0.019963    0.000289    0.000083   -0.000044    0.000186       1.407       1.533
   82.00    2.00   36.00   -1799.326       4.549    0.004345    0.019697    0.000282    0.000090   -0.000046    0.000180       1.421       1.543
   82.00    2.00   37.00   -1799.183       4.559    0.004290    0.019437    0.000274    0.000095   -0.000048    0.000173       1.436       1.554
   82.00    2.00   38.00   -1799.036       4.569    0.004237    0.019181    0.000266    0.000099   -0.000049    0.000165       1.451       1.564
   82.00    2.00   39.00   -1798.886       4.580    0.004184    0.018930    0.000259    0.000103   -0.000050    0.000157       1.465       1.575
   82.00    2.00   40.00   -1798.733       4.591    0.004132    0.018681    0.000251    0.000107   -0.000049    0.000148       1.480       1.585
   82.00    2.00   41.00   -1798.573       4.600    0.004082    0.018458    0.000245    0.000109   -0.000050    0.000149       1.494       1.595
   82.00    2.00   42.00   -1798.412       4.610    0.004033    0.018235    0.000239    0.000111   -0.000051    0.000147       1.507       1.605
   82.00    2.00   43.00   -1798.248       4.620    0.003985    0.018014    0.000233    0.000112   -0.000052    0.000145       1.521       1.616
   82.00    2.00   44.00   -1798.082       4.631    0.003938    0.017795    0.000228    0.000113   -0.000053    0.000141       1.535       1.627
   82.00    2.00   45.00   -1797.913       4.642    0.003891    0.017579    0.000223    0.000113   -0.000053    0.000137       1.548       1.638
   82.00    2.00   46.00   -1797.742       4.653    0.003846    0.017367    0.000218    0.000113   -0.000054    0.000132       1.562       1.650
   82.00    2.00   47.00   -1797.567       4.665    0.003801    0.017159    0.000214    0.000113   -0.000054    0.000127       1.575       1.661
   82.00    2.00   48.00   -1797.388       4.676    0.003758    0.016956    0.000209    0.000113   -0.000054    0.000122       1.588       1.672
   82.00    2.00   49.00   -1797.206       4.687    0.003716    0.016759    0.000204    0.000113   -0.000054    0.000117       1.601       1.683
   82.00    2.00   50.00   -1797.019       4.698    0.003674    0.016569    0.000200    0.000113   -0.000053    0.000113       1.614       1.694
   82.00    2.00   51.00   -1796.828       4.708    0.003634    0.016385    0.000195    0.000113   -0.000052    0.000109       1.626       1.704
   82.00    2.00   52.00   -1796.632       4.718    0.003596    0.016210    0.000190    0.000114   -0.000050    0.000106       1.639       1.714
   82.00    2.00   53.00   -1796.431       4.727    0.003558    0.016044    0.000184    0.000115   -0.000048    0.000105       1.651       1.723
   83.00    0.00    0.00   -1802.371       4.357    0.008155    0.032780    0.000931    0.000000    0.000412    0.000000       0.780       1.104
   83.00    0.00    1.00   -1802.365       4.356    0.007992    0.032282    0.000905    0.000000    0.000437    0.000000       0.799       1.119
   83.00    0.00    2.00   -1802.360       4.359    0.007801    0.031771    0.000886    0.000000    0.000368    0.000000       0.818       1.135
   83.00    0.00    3.00   -1802.347       4.362    0.007642    0.031276    0.000901    0.000000    0.000366    0.000000       0.838       1.149
   83.00    0.00    4.00   -1802.340       4.370    0.007459    0.030760    0.000857    0.000000    0.000333    0.000000       0.859       1.166
   83.00    0.00    5.00   -1802.318       4.373    0.007292    0.030288    0.000773    0.000000    0.000295    0.000000       0.878       1.179
   83.00    0.00    6.00   -1802.293       4.377    0.007120    0.029816    0.000743    0.000000    0.000278    0.000000       0.897       1.193
   83.00    0.00    7.00   -1802.263       4.381    0.006956    0.029345    0.000711    0.000000    0.000249    0.000000       0.916       1.206
   83.00    0.00    8.00   -1802.228       4.385    0.006797    0.028901    0.000682    0.000000    0.000218    0.000000       0.935       1.219
   83.00    0.00    9.00   -1802.189       4.389    0.006651    0.028465    0.000655    0.000000    0.000207    0.000000       0.953       1.232
   83.00    0.00   10.00   -1802.146       4.393    0.006516    0.028022    0.000629    0.000000    0.000194    0.000000       0.972       1.245
   83.00    0.00   11.00   -1802.099       4.398    0.006390    0.027605    0.000634    0.000000    0.000186    0.000000       0.990       1.257
   83.00    0.00   12.00   -1802.055       4.406    0.006256    0.027156    0.000629    0.000000    0.000166    0.000000       1.010       1.271
   83.00    0.00   13.00   -1802.002       4.412    0.006128    0.026747    0.000577    0.000000    0.000153    0.000000       1.029       1.283
   83.00    0.00   14.00   -1801.943       4.417    0.006010    0.026357    0.000547    0.000000    0.000132    0.000000       1.047       1.295
   83.00    0.00   15.00   -1801.883       4.424    0.005899    0.025946    0.000549    0.000000    0.000115    0.000000       1.065       1.308
   83.00    0.00   16.00   -1801.819       4.431    0.005789    0.025565    0.000521    0.000000    0.000099    0.000000       1.084       1.320
   83.00    0.00   17.00   -1801.748       4.437    0.005688    0.025199    0.000483    0.000000    0.000089    0.000000       1.101       1.332
   83.00    0.00   18.00   -1801.673       4.443    0.005590    0.024840    0.000466    0.000000    0.000077    0.000000       1.119       1.343
   83.00    0.00   19.00   -1801.594       4.449    0.005494    0.024482    0.000467    0.000000    0.000075    0.000000       1.136       1.355
   83.00    0.00   20.00   -1801.513       4.457    0.005402    0.024133    0.000452    0.000000    0.000053    0.000000       1.154       1.366
   83.00    0.00   21.00   -1801.426       4.463    0.005316    0.023797    0.000422    0.000000    0.000045    0.000000       1.171       1.377
   83.00    0.00   22.00   -1801.335       4.470    0.005234    0.023467    0.000409    0.000000    0.000037    0.000000       1.187       1.389
   83.00    0.00   23.00   -1801.241       4.477    0.005155    0.023145    0.000414    0.000000    0.000021    0.000000       1.204       1.400
   83.00    0.00   24.00   -1801.145       4.485    0.005075    0.022816    0.000402    0.000000    0.000015    0.000000       1.222       1.411
   83.00    0.00   25.00   -1801.043       4.492    0.005000    0.022507    0.000372    0.000000    0.000010    0.000000       1.238       1.422
   83.00    0.00   26.00   -1800.937       4.499    0.004928    0.022206    0.000362    0.000000    0.000005    0.000000       1.254       1.432
   83.00    0.00   27.00   -1800.827       4.507    0.004853    0.021912    0.000351    0.000000    0.000008    0.000000       1.270       1.443
   83.00    0.00   28.00   -1800.714       4.514    0.004778    0.021623    0.000356    0.000000   -0.000008    0.000000       1.286       1.454
   83.00    0.00   29.00   -1800.600       4.523    0.004718    0.021335    0.000347    0.000000   -0.000011    0.000000       1.303       1.465
   83.00    0.00   30.00   -1800.479       4.531    0.004651    0.021053    0.000322    0.000000   -0.000005    0.000000       1.318       1.475
   83.00    0.00   31.00   -1800.353       4.538    0.004581    0.020784    0.000327    0.000000   -0.000008    0.000000       1.334       1.485
   83.00    0.00   32.00   -1800.226       4.547    0.004515    0.020517    0.000317    0.000000   -0.000011    0.000000       1.350       1.495
   83.00    0.00   33.00   -1800.096       4.556    0.004452    0.020254    0.000308    0.000000   -0.000014    0.000000       1.366       1.506
   83.00    0.00   34.00   -1799.963       4.565    0.004392    0.019995    0.000299    0.000000   -0.000017    0.000000       1.381       1.517
   83.00    0.00   35.00   -1799.827       4.575    0.004334    0.019739    0.000291    0.000000   -0.000021    0.000000       1.397       1.528
   83.00    0.00   36.00   -1799.687       4.584    0.004279    0.019489    0.000283    0.000000   -0.000024    0.000000       1.412       1.539
   83.00    0.00   37.00   -1799.544       4.594    0.004225    0.019244    0.000276    0.000000   -0.000028    0.000000       1.427       1.550
   83.00    0.00   38.00   -1799.397       4.603    0.004173    0.019004    0.000268    0.000000   -0.000031    0.000000       1.441       1.561
   83.00    0.00   39.00   -1799.245       4.613    0.004122    0.018771    0.000260    0.000000   -0.000033    0.000000       1.456       1.572
   83.00    0.00   40.00   -1799.089       4.621    0.004072    0.018545    0.000252    0.000000   -0.000034    0.000000       1.470       1.582
   83.00    0.00   41.00   -1798.930       4.630    0.004024    0.018328    0.000246    0.000000   -0.000032    0.000000       1.484       1.592
   83.00    0.00   42.00   -1798.767       4.639    0.003976    0.018115    0.000240    0.000000   -0.000031    0.000000       1.497       1.603
   83.00    0.00   43.00   -1798.602       4.648    0.003929    0.017905    0.000235    0.000000   -0.000031    0.000000       1.511       1.613
   83.00    0.00   44.00   -1798.433       4.658    0.003882    0.017698    0.000230    0.000000   -0.000032    0.000000       1.525       1.624
   83.00    0.00   45.00   -1798.262       4.668    0.003837    0.017494    0.000225    0.000000   -0.000034    0.000000       1.539       1.634
   83.00    0.00   46.00   -1798.087       4.678    0.003792    0.017294    0.000221    0.000000   -0.000035    0.000000       1.552       1.645
   83.00    0.00   47.00   -1797.909       4.688    0.003749    0.017097    0.000216    0.000000   -0.000037    0.000000       1.566       1.656
   83.00    0.00   48.00   -1797.727       4.699    0.003706    0.016904    0.000212    0.000000   -0.000039    0.000000       1.579       1.666
   83.00    0.00   49.00   -1797.542       4.709    0.003665    0.016714    0.000208    0.000000   -0.000040    0.000000       1.593       1.677
   83.00    0.00   50.00   -1797.354       4.719    0.003624    0.016529    0.000204    0.000000   -0.000040    0.000000       1.606       1.688
   83.00    0.00   51.00   -1797.162       4.730    0.003585    0.016347    0.000200    0.000000   -0.000039    0.000000       1.619       1.698
   83.00    0.00   52.00   -1796.966       4.740    0.003547    0.016169    0.000196    0.000000   -0.000037    0.000000       1.632       1.708
   83.00    0.00   53.00   -1796.767       4.750    0.003510    0.015995    0.000192    0.000000   -0.000033    0.000000       1.645       1.718
   83.00    1.00    0.00   -1802.304       4.370    0.008171    0.033446    0.000942   -0.000666    0.000436    0.000337       0.788       1.100
   83.00    1.00    1.00   -1802.303       4.359    0.007983    0.032970    0.000898   -0.000671    0.000405    0.000344       0.807       1.116
   83.00    1.00    2.00   -1802.294       4.361    0.007797    0.032463    0.000872   -0.000647    0.000372    0.000340       0.826       1.131
   83.00    1.00    3.00   -1802.282       4.363    0.007630    0.031939    0.000870   -0.000615    0.000359    0.000340       0.846       1.145
   83.00    1.00    4.00   -1802.267       4.367    0.007426    0.031424    0.000828   -0.000582    0.000315    0.000312       0.866       1.159
   83.00    1.00    5.00   -1802.245       4.369    0.007262    0.030904    0.000772   -0.000537    0.000291    0.000297       0.885       1.173
   83.00    1.00    6.00   -1802.220       4.373    0.007103    0.030415    0.000751   -0.000489    0.000283    0.000281       0.904       1.187
   83.00    1.00    7.00   -1802.192       4.377    0.006949    0.029928    0.000718   -0.000454    0.000258    0.000273       0.923       1.202
   83.00    1.00    8.00   -1802.158       4.381    0.006798    0.029460    0.000679   -0.000419    0.000229    0.000267       0.942       1.215
   83.00    1.00    9.00   -1802.119       4.385    0.006657    0.028999    0.000665   -0.000377    0.000224    0.000253       0.960       1.228
   83.00    1.00   10.00   -1802.080       4.390    0.006521    0.028538    0.000639   -0.000343    0.000218    0.000244       0.979       1.242
   83.00    1.00   11.00   -1802.033       4.395    0.006379    0.028098    0.000630   -0.000296    0.000206    0.000256       0.997       1.255
   83.00    1.00   12.00   -1801.989       4.402    0.006247    0.027639    0.000624   -0.000269    0.000185    0.000264       1.016       1.269
   83.00    1.00   13.00   -1801.936       4.408    0.006124    0.027178    0.000573   -0.000239    0.000160    0.000247       1.035       1.281
   83.00    1.00   14.00   -1801.877       4.413    0.006006    0.026765    0.000565   -0.000221    0.000138    0.000236       1.053       1.293
   83.00    1.00   15.00   -1801.820       4.421    0.005892    0.026346    0.000546   -0.000199    0.000123    0.000223       1.072       1.306
   83.00    1.00   16.00   -1801.753       4.427    0.005787    0.025929    0.000496   -0.000174    0.000108    0.000198       1.090       1.318
   83.00    1.00   17.00   -1801.682       4.432    0.005686    0.025529    0.000480   -0.000150    0.000095    0.000196       1.107       1.330
   83.00    1.00   18.00   -1801.607       4.438    0.005593    0.025161    0.000480   -0.000139    0.000073    0.000202       1.124       1.341
   83.00    1.00   19.00   -1801.530       4.445    0.005492    0.024787    0.000464   -0.000109    0.000069    0.000195       1.142       1.353
   83.00    1.00   20.00   -1801.447       4.451    0.005403    0.024412    0.000434   -0.000092    0.000059    0.000173       1.159       1.364
   83.00    1.00   21.00   -1801.360       4.458    0.005317    0.024059    0.000419   -0.000076    0.000051    0.000167       1.176       1.376
   83.00    1.00   22.00   -1801.269       4.464    0.005235    0.023721    0.000407   -0.000057    0.000043    0.000170       1.192       1.387
   83.00    1.00   23.00   -1801.175       4.471    0.005155    0.023388    0.000411   -0.000054    0.000027    0.000169       1.208       1.398
   83.00    1.00   24.00   -1801.079       4.479    0.005076    0.023036    0.000399   -0.000040    0.000020    0.000154       1.226       1.409
   83.00    1.00   25.00   -1800.977       4.486    0.005002    0.022715    0.000370   -0.000028    0.000014    0.000143       1.242       1.420
   83.00    1.00   26.00   -1800.872       4.494    0.004929    0.022403    0.000359   -0.000017    0.000010    0.000138       1.258       1.431
   83.00    1.00   27.00   -1800.762       4.501    0.004860    0.022097    0.000350   -0.000007    0.000005    0.000132       1.274       1.442
   83.00    1.00   28.00   -1800.649       4.508    0.004786    0.021798    0.000340    0.000002   -0.000001    0.000127       1.290       1.453
   83.00    1.00   29.00   -1800.532       4.516    0.004722    0.021493    0.000344    0.000012   -0.000007    0.000119       1.305       1.464
   83.00    1.00   30.00   -1800.414       4.525    0.004653    0.021202    0.000335    0.000024   -0.000003    0.000115       1.322       1.475
   83.00    1.00   31.00   -1800.289       4.533    0.004584    0.020921    0.000319    0.000027   -0.000007    0.000115       1.338       1.484
   83.00    1.00   32.00   -1800.161       4.541    0.004517    0.020642    0.000312    0.000036   -0.000010    0.000112       1.353       1.495
   83.00    1.00   33.00   -1800.031       4.550    0.004455    0.020370    0.000305    0.000042   -0.000013    0.000108       1.368       1.506
   83.00    1.00   34.00   -1799.898       4.559    0.004396    0.020104    0.000299    0.000048   -0.000016    0.000104       1.384       1.517
   83.00    1.00   35.00   -1799.762       4.568    0.004339    0.019844    0.000292    0.000052   -0.000018    0.000100       1.399       1.528
   83.00    1.00   36.00   -1799.623       4.578    0.004284    0.019590    0.000286    0.000055   -0.000021    0.000096       1.414       1.539
   83.00    1.00   37.00   -1799.480       4.588    0.004231    0.019342    0.000279    0.000057   -0.000023    0.000092       1.429       1.550
   83.00    1.00   38.00   -1799.334       4.598    0.004178    0.019100    0.000271    0.000059   -0.000026    0.000089       1.443       1.561
   83.00    1.00   39.00   -1799.183       4.608    0.004126    0.018863    0.000263    0.000060   -0.000028    0.000087       1.458       1.572
   83.00    1.00   40.00   -1799.029       4.617    0.004073    0.018631    0.000253    0.000061   -0.000031    0.000084       1.473       1.582
   83.00    1.00   41.00   -1798.869       4.626    0.004023    0.018409    0.000245    0.000063   -0.000030    0.000080       1.486       1.592
   83.00    1.00   42.00   -1798.707       4.635    0.003975    0.018190    0.000238    0.000065   -0.000030    0.000076       1.500       1.603
   83.00    1.00   43.00   -1798.541       4.644    0.003927    0.017975    0.000232    0.000066   -0.000031    0.000073       1.514       1.613
   83.00    1.00   44.00   -1798.373       4.654    0.003882    0.017764    0.000227    0.000067   -0.000032    0.000071       1.528       1.624
   83.00    1.00   45.00   -1798.202       4.664    0.003837    0.017556    0.000223    0.000067   -0.000034    0.000069       1.541       1.634
   83.00    1.00   46.00   -1798.027       4.674    0.003793    0.017352    0.000219    0.000067   -0.000035    0.000067       1.555       1.645
   83.00    1.00   47.00   -1797.850       4.685    0.003751    0.017152    0.000216    0.000067   -0.000037    0.000066       1.568       1.656
   83.00    1.00   48.00   -1797.669       4.695    0.003709    0.016956    0.000212    0.000067   -0.000038    0.000064       1.581       1.666
   83.00    1.00   49.00   -1797.484       4.706    0.003668    0.016763    0.000209    0.000067   -0.000039    0.000063       1.595       1.677
   83.00    1.00   50.00   -1797.296       4.716    0.003628    0.016575    0.000205    0.000067   -0.000039    0.000061       1.608       1.687
   83.00    1.00   51.00   -1797.105       4.727    0.003588    0.016391    0.000201    0.000067   -0.000039    0.000060       1.621       1.698
   83.00    1.00   52.00   -1796.909       4.737    0.003548    0.016212    0.000196    0.000067   -0.000038    0.000058       1.634       1.708
   83.00    1.00   53.00   -1796.710       4.748    0.003508    0.016036    0.000190    0.000068   -0.000036    0.000055       1.647       1.718
   83.00    2.00    0.00   -1802.111       4.318    0.008131    0.035558    0.000907   -0.001298    0.000429    0.000712       0.811       1.089
   83.00    2.00    1.00   -1802.107       4.317    0.007945    0.035094    0.000888   -0.001223    0.000409    0.000720       0.829       1.104
   83.00    2.00    2.00   -1802.099       4.319    0.007768    0.034479    0.000865   -0.001166    0.000394    0.000681       0.849       1.119
   83.00    2.00    3.00   -1802.085       4.321    0.007581    0.033852    0.000849   -0.001085    0.000364    0.000667       0.868       1.134
   83.00    2.00    4.00   -1802.070       4.324    0.007408    0.033193    0.000833   -0.001003    0.000347    0.000617       0.888       1.148
   83.00    2.00    5.00   -1802.053       4.328    0.007244    0.032626    0.000773   -0.000917    0.000321    0.000586       0.907       1.164
   83.00    2.00    6.00   -1802.026       4.331    0.007089    0.032052    0.000725   -0.000821    0.000304    0.000570       0.925       1.178
   83.00    2.00    7.00   -1801.996       4.334    0.006940    0.031532    0.000696   -0.000738    0.000298    0.000553       0.943       1.191
   83.00    2.00    8.00   -1801.961       4.338    0.006788    0.030978    0.000668   -0.000670    0.000274    0.000531       0.962       1.205
   83.00    2.00    9.00   -1801.922       4.342    0.006646    0.030420    0.000641   -0.000586    0.000261    0.000513       0.980       1.218
   83.00    2.00   10.00   -1801.879       4.346    0.006514    0.029878    0.000647   -0.000516    0.000249    0.000503       0.998       1.231
   83.00    2.00   11.00   -1801.838       4.353    0.006380    0.029371    0.000669   -0.000460    0.000235    0.000511       1.017       1.245
   83.00    2.00   12.00   -1801.796       4.362    0.006248    0.028820    0.000623   -0.000408    0.000215    0.000471       1.037       1.260
   83.00    2.00   13.00   -1801.744       4.369    0.006127    0.028291    0.000555   -0.000359    0.000190    0.000423       1.054       1.274
   83.00    2.00   14.00   -1801.685       4.374    0.006010    0.027815    0.000525   -0.000326    0.000163    0.000412       1.071       1.286
   83.00    2.00   15.00   -1801.621       4.379    0.005898    0.027302    0.000506   -0.000278    0.000142    0.000386       1.089       1.298
   83.00    2.00   16.00   -1801.554       4.385    0.005795    0.026855    0.000499   -0.000255    0.000123    0.000363       1.106       1.310
   83.00    2.00   17.00   -1801.488       4.393    0.005691    0.026427    0.000498   -0.000208    0.000100    0.000369       1.122       1.324
   83.00    2.00   18.00   -1801.415       4.401    0.005588    0.025993    0.000471   -0.000163    0.000099    0.000360       1.140       1.336
   83.00    2.00   19.00   -1801.336       4.407    0.005496    0.025550    0.000440   -0.000132    0.000086    0.000328       1.157       1.348
   83.00    2.00   20.00   -1801.253       4.414    0.005407    0.025160    0.000426   -0.000098    0.000076    0.000324       1.173       1.360
   83.00    2.00   21.00   -1801.167       4.420    0.005322    0.024771    0.000431   -0.000077    0.000071    0.000321       1.189       1.371
   83.00    2.00   22.00   -1801.079       4.429    0.005238    0.024380    0.000417   -0.000062    0.000050    0.000310       1.207       1.383
   83.00    2.00   23.00   -1800.985       4.436    0.005159    0.024006    0.000386   -0.000041    0.000037    0.000289       1.223       1.394
   83.00    2.00   24.00   -1800.887       4.444    0.005082    0.023615    0.000375   -0.000019    0.000035    0.000268       1.239       1.406
   83.00    2.00   25.00   -1800.785       4.451    0.005007    0.023249    0.000365    0.000001    0.000027    0.000262       1.254       1.417
   83.00    2.00   26.00   -1800.680       4.459    0.004936    0.022905    0.000354    0.000018    0.000021    0.000253       1.270       1.428
   83.00    2.00   27.00   -1800.571       4.467    0.004867    0.022571    0.000343    0.000024    0.000007    0.000243       1.285       1.439
   83.00    2.00   28.00   -1800.459       4.475    0.004799    0.022244    0.000334    0.000038    0.000002    0.000234       1.300       1.450
   83.00    2.00   29.00   -1800.342       4.483    0.004729    0.021927    0.000325    0.000059    0.000004    0.000226       1.316       1.461
   83.00    2.00   30.00   -1800.222       4.491    0.004662    0.021597    0.000329    0.000081    0.000006    0.000219       1.330       1.472
   83.00    2.00   31.00   -1800.103       4.502    0.004590    0.021296    0.000317    0.000086    0.000001    0.000218       1.348       1.484
   83.00    2.00   32.00   -1799.978       4.511    0.004522    0.020997    0.000311    0.000097   -0.000003    0.000214       1.363       1.496
   83.00    2.00   33.00   -1799.849       4.521    0.004458    0.020705    0.000303    0.000106   -0.000006    0.000207       1.378       1.507
   83.00    2.00   34.00   -1799.717       4.531    0.004398    0.020419    0.000296    0.000113   -0.000010    0.000200       1.393       1.517
   83.00    2.00   35.00   -1799.581       4.541    0.004341    0.020140    0.000288    0.000119   -0.000014    0.000192       1.408       1.528
   83.00    2.00   36.00   -1799.441       4.551    0.004286    0.019867    0.000280    0.000123   -0.000018    0.000183       1.423       1.538
   83.00    2.00   37.00   -1799.298       4.561    0.004233    0.019601    0.000272    0.000126   -0.000021    0.000174       1.437       1.549
   83.00    2.00   38.00   -1799.152       4.571    0.004181    0.019342    0.000263    0.000128   -0.000023    0.000165       1.452       1.559
   83.00    2.00   39.00   -1799.002       4.581    0.004129    0.019088    0.000255    0.000130   -0.000026    0.000156       1.466       1.570
   83.00    2.00   40.00   -1798.848       4.591    0.004077    0.018841    0.000247    0.000130   -0.000027    0.000149       1.480       1.581
   83.00    2.00   41.00   -1798.689       4.600    0.004027    0.018612    0.000241    0.000134   -0.000027    0.000147       1.493       1.592
   83.00    2.00   42.00   -1798.528       4.610    0.003979    0.018385    0.000235    0.000136   -0.000028    0.000144       1.507       1.602
   83.00    2.00   43.00   -1798.363       4.620    0.003931    0.018161    0.000230    0.000137   -0.000029    0.000141       1.521       1.613
   83.00    2.00   44.00   -1798.197       4.630    0.003885    0.017940    0.000226    0.000137   -0.000031    0.000137       1.534       1.623
   83.00    2.00   45.00   -1798.027       4.641    0.003839    0.017723    0.000221    0.000136   -0.000033    0.000133       1.547       1.634
   83.00    2.00   46.00   -1797.854       4.652    0.003795    0.017511    0.000217    0.000135   -0.000035    0.000129       1.561       1.645
   83.00    2.00   47.00   -1797.678       4.663    0.003752    0.017302    0.000214    0.000133   -0.000037    0.000125       1.574       1.656
   83.00    2.00   48.00   -1797.498       4.674    0.003709    0.017098    0.000210    0.000132   -0.000038    0.000120       1.587       1.667
   83.00    2.00   49.00   -1797.315       4.685    0.003668    0.016898    0.000206    0.000131   -0.000039    0.000116       1.600       1.678
   83.00    2.00   50.00   -1797.128       4.696    0.003628    0.016704    0.000202    0.000130   -0.000040    0.000113       1.613       1.688
   83.00    2.00   51.00   -1796.938       4.707    0.003588    0.016514    0.000197    0.000130   -0.000039    0.000109       1.626       1.699
   83.00    2.00   52.00   -1796.743       4.718    0.003550    0.016331    0.000192    0.000131   -0.000038    0.000106       1.639       1.709
   83.00    2.00   53.00   -1796.544       4.728    0.003513    0.016153    0.000186    0.000133   -0.000035    0.000104       1.652       1.719
   84.00    0.00    0.00   -1802.438       4.370    0.008262    0.032670    0.000927    0.000000    0.000549    0.000000       0.782       1.106
   84.00    0.00    1.00   -1802.437       4.370    0.008120    0.032184    0.000913    0.000000    0.000590    0.000000       0.801       1.123
   84.00    0.00    2.00   -1802.428       4.372    0.007913    0.031688    0.000888    0.000000    0.000520    0.000000       0.820       1.137
   84.00    0.00    3.00   -1802.422       4.377    0.007725    0.031157    0.000854    0.000000    0.000491    0.000000       0.840       1.153
   84.00    0.00    4.00   -1802.404       4.380    0.007496    0.030683    0.000791    0.000000    0.000420    0.000000       0.859       1.166
   84.00    0.00    5.00   -1802.383       4.383    0.007317    0.030222    0.000787    0.000000    0.000407    0.000000       0.878       1.180
   84.00    0.00    6.00   -1802.360       4.387    0.007146    0.029760    0.000756    0.000000    0.000381    0.000000       0.899       1.193
   84.00    0.00    7.00   -1802.330       4.390    0.006990    0.029318    0.000698    0.000000    0.000371    0.000000       0.917       1.206
   84.00    0.00    8.00   -1802.296       4.394    0.006832    0.028885    0.000690    0.000000    0.000345    0.000000       0.936       1.218
   84.00    0.00    9.00   -1802.260       4.399    0.006678    0.028451    0.000680    0.000000    0.000333    0.000000       0.956       1.231
   84.00    0.00   10.00   -1802.220       4.403    0.006530    0.027995    0.000643    0.000000    0.000309    0.000000       0.975       1.243
   84.00    0.00   11.00   -1802.177       4.409    0.006400    0.027576    0.000612    0.000000    0.000294    0.000000       0.994       1.257
   84.00    0.00   12.00   -1802.132       4.415    0.006251    0.027148    0.000603    0.000000    0.000264    0.000000       1.012       1.271
   84.00    0.00   13.00   -1802.080       4.421    0.006124    0.026755    0.000570    0.000000    0.000240    0.000000       1.031       1.282
   84.00    0.00   14.00   -1802.022       4.426    0.006002    0.026376    0.000526    0.000000    0.000220    0.000000       1.049       1.294
   84.00    0.00   15.00   -1801.960       4.431    0.005882    0.026004    0.000525    0.000000    0.000199    0.000000       1.067       1.306
   84.00    0.00   16.00   -1801.896       4.437    0.005770    0.025629    0.000507    0.000000    0.000172    0.000000       1.086       1.318
   84.00    0.00   17.00   -1801.825       4.442    0.005665    0.025272    0.000472    0.000000    0.000155    0.000000       1.103       1.329
   84.00    0.00   18.00   -1801.751       4.448    0.005565    0.024922    0.000477    0.000000    0.000141    0.000000       1.120       1.340
   84.00    0.00   19.00   -1801.676       4.455    0.005468    0.024566    0.000461    0.000000    0.000129    0.000000       1.139       1.352
   84.00    0.00   20.00   -1801.593       4.461    0.005374    0.024229    0.000427    0.000000    0.000108    0.000000       1.156       1.363
   84.00    0.00   21.00   -1801.507       4.467    0.005287    0.023901    0.000414    0.000000    0.000097    0.000000       1.173       1.374
   84.00    0.00   22.00   -1801.418       4.473    0.005203    0.023578    0.000401    0.000000    0.000087    0.000000       1.189       1.385
   84.00    0.00   23.00   -1801.324       4.479    0.005121    0.023262    0.000389    0.000000    0.000077    0.000000       1.206       1.396
   84.00    0.00   24.00   -1801.227       4.486    0.005040    0.022952    0.000378    0.000000    0.000060    0.000000       1.222       1.407
   84.00    0.00   25.00   -1801.125       4.493    0.004962    0.022649    0.000367    0.000000    0.000068    0.000000       1.238       1.418
   84.00    0.00   26.00   -1801.020       4.499    0.004889    0.022352    0.000373    0.000000    0.000060    0.000000       1.254       1.428
   84.00    0.00   27.00   -1800.914       4.508    0.004816    0.022056    0.000362    0.000000    0.000053    0.000000       1.272       1.439
   84.00    0.00   28.00   -1800.801       4.515    0.004746    0.021764    0.000336    0.000000    0.000046    0.000000       1.287       1.450
   84.00    0.00   29.00   -1800.685       4.523    0.004680    0.021484    0.000341    0.000000    0.000036    0.000000       1.303       1.461
   84.00    0.00   30.00   -1800.568       4.532    0.004614    0.021199    0.000332    0.000000    0.000031    0.000000       1.320       1.471
   84.00    0.00   31.00   -1800.446       4.540    0.004543    0.020927    0.000324    0.000000    0.000029    0.000000       1.336       1.481
   84.00    0.00   32.00   -1800.320       4.549    0.004476    0.020661    0.000316    0.000000    0.000025    0.000000       1.352       1.492
   84.00    0.00   33.00   -1800.190       4.557    0.004412    0.020398    0.000306    0.000000    0.000021    0.000000       1.368       1.502
   84.00    0.00   34.00   -1800.057       4.566    0.004351    0.020141    0.000296    0.000000    0.000016    0.000000       1.383       1.513
